1,0.341403,-0.0630493,0.143977,-0.00483845,0.0102185,0.0093213,0.999893,-0.0804943,-0.120377,-0.465664,0.105077,-0.0273073,0.0378314,0.993369
3,0.3117,-0.0842681,0.162492,0.105061,-0.0270012,0.0341196,0.993513,-0.100929,-0.123139,-0.468396,0.105098,-0.0269591,0.0341818,0.993509
14,0.209571,-0.121922,0.151046,0.101624,-0.0305784,0.0161031,0.994222,-0.205848,-0.132261,-0.481306,0.101531,-0.0307113,0.0155581,0.994236
25,0.105016,-0.15096,0.146039,0.0933205,-0.0407795,0.000802621,0.9948,-0.312595,-0.134358,-0.493046,0.0931512,-0.0411164,-0.00199973,0.994801
52,0.00159724,-0.160659,0.141794,0.085621,-0.0488417,0.0168192,0.994988,-0.416372,-0.142845,-0.504565,0.0854097,-0.0492021,0.0128705,0.995047
81,-0.0996668,-0.177942,0.132752,0.0836073,-0.0512269,0.0227099,0.994922,-0.519349,-0.151695,-0.515899,0.0833826,-0.0516002,0.0182604,0.995013
108,-0.199671,-0.201935,0.121127,0.0837054,-0.0512546,0.0153359,0.995053,-0.620468,-0.156924,-0.527037,0.0834761,-0.0516285,0.0108577,0.995112
136,-0.302123,-0.224985,0.109462,0.0839736,-0.0512666,0.00790501,0.995117,-0.723998,-0.160877,-0.53821,0.0837427,-0.0516453,0.00338282,0.995142
159,-0.406354,-0.242246,0.0980744,0.0838297,-0.0512708,0.00570953,0.995144,-0.829573,-0.163104,-0.549544,0.0835923,-0.05165,0.00120623,0.99516
179,-0.510528,-0.25802,0.0866825,0.0833888,-0.0512731,0.00569018,0.995181,-0.934096,-0.165485,-0.560892,0.0831536,-0.0516502,0.00118233,0.995197
199,-0.612514,-0.273095,0.0756137,0.0830183,-0.0512819,0.00566349,0.995212,-1.03731,-0.167463,-0.572033,0.0827744,-0.0516504,0.00116129,0.995228
219,-0.713412,-0.287214,0.0647897,0.0827481,-0.0512786,0.00564842,0.995234,-1.13811,-0.168655,-0.582792,0.0825158,-0.0516554,0.00114635,0.995249
239,-0.814947,-0.301364,0.0539149,0.0824911,-0.0512881,0.00564302,0.995255,-1.24024,-0.169836,-0.593677,0.0822466,-0.051649,0.00113319,0.995272
259,-0.917409,-0.315697,0.0429174,0.0822168,-0.0512691,0.0056199,0.995279,-1.34264,-0.171026,-0.604598,0.0819843,-0.0516516,0.00111706,0.995294
288,-1.0193,-0.349143,0.0281156,0.0811281,-0.0477499,-0.0148061,0.995449,-1.44513,-0.175267,-0.615187,0.0809284,-0.0480483,-0.018973,0.99538
334,-1.1073,-0.409438,0.00871457,0.0790665,-0.0385809,-0.0657583,0.99395,-1.53173,-0.184154,-0.62391,0.0789559,-0.0387553,-0.0685558,0.993763
400,-1.21291,-0.464333,-0.0115492,0.0783676,-0.0289649,-0.117008,0.98961,-1.63091,-0.186338,-0.633153,0.0783377,-0.029044,-0.118201,0.989469
